smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]OC([H])([H])C1([H])N([H])C1([H])[H],0.26546081,0.26870071,0.01614869,0.00239254,0.26779912,0.27852944,0.02126683,0.00683917,0.26243061,0.26563515,0.0144,0.0027
[H]OC([H])([H])C1([H])OC1([H])[H],0.28038788,0.29846955,0.00129392,0.034411,0.29038603,0.30720007,0.00054301,0.0057679,0.27875098,0.30225585,0.0022,0.0154
[H]C1=C([H])C([H])([H])C([H])([H])C1([H])[H],0.27633507,0.27706103,0.00299456,0.26775176,0.26435959,0.2770769,0.25654997,0.00620561,0.25781489,0.26482666,0.2517,0.0022
[H]C1=NC([H])([H])C([H])([H])O1,0.25009426,0.2591625,0.00749983,0.12296127,0.2420208,0.26074616,0.00837782,0.12288706,0.24159007,0.25577163,0.006,0.1196
[H]C1=C([H])C([H])([H])OC1([H])[H],0.23438991,0.26518154,0.0718407,0.02051454,0.21985889,0.27643798,0.07951338,0.03589943,0.23363016,0.2643085,0.1202,0.0165
[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.33796985,0.3479977,0.0039942,0.01412012,0.33400772,0.34457955,0.00001685,0.00013168,0.32396,0.33487455,0.0003,0.0008
[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],0.26772704,0.31263421,0.02504043,0.01176639,0.2798477,0.30382754,0.02191863,0.05689873,0.27566036,0.30807694,0.0201,0.0702
[H]C1([H])OC([H])([H])C([H])([H])O1,0.28050746,0.29105021,0.03002768,0.0146792,0.29058641,0.30426944,0.05127865,0.01341046,0.28425236,0.29551235,0.0333,0.0101
[H]C1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.29212323,0.29994256,0.00771218,0.00797423,0.29524522,0.32023682,0.00312773,0.00037969,0.28705266,0.29983407,0.0023,0.0077
[H]C1([H])OC2([H])C([H])([H])C12[H],0.25453095,0.27309942,0.0066097,0.00768965,0.2710397,0.2848037,0.00227273,0.01463707,0.26033222,0.28106619,0.0046,0.0117
[H]C1([H])C([H])([H])C2([H])OC12[H],0.28357732,0.29233754,0.00647521,0.01655099,0.29816272,0.30594425,0.01255051,0.00625437,0.29383658,0.30283649,0.0139,0.0036
[H]c1nn([H])c([H])c1[H],0.24297512,0.27070465,0.04368596,0.08422222,0.25476772,0.25530128,0.00696633,0.05492167,0.24905385,0.25726365,0.0788,0.0054
[H]c1nnn([H])c1[H],0.2240314,0.24378676,0.00763993,0.05780037,0.21125898,0.25466904,0.00904743,0.08535124,0.21632123,0.24705836,0.0084,0.1073
[H]c1nc([H])n([H])n1,0.25972924,0.28260861,0.02989056,0.10017592,0.23125188,0.27099144,0.00612181,0.06942498,0.23875302,0.26503981,0.0055,0.0947
[H]c1nnc([H])n1[H],0.22846524,0.26064682,0,0.01003448,0.21917301,0.24224578,0.00000001,0.01804876,0.23095849,0.24401185,0,0.0133
[H]c1nn([H])nc1[H],0.23960236,0.24630203,0.06878708,0,0.2364468,0.25419325,0,0.08042601,0.23922341,0.24771985,0,0.0974
[H]c1noc([H])c1[H],0.24335983,0.24997668,0.07838544,0.00638845,0.23942521,0.24774718,0.00695404,0.09869036,0.23908744,0.2438869,0.106,0.0054
[H]c1nnoc1[H],0.22038866,0.22717301,0.00611209,0.08684004,0.20613887,0.23265742,0.00727179,0.08730361,0.20914041,0.22534686,0.0065,0.0941
[H]c1noc([H])n1,0.23066858,0.27054636,0.00594686,0.00500149,0.22104325,0.26385845,0.00580579,0.00194736,0.22806999,0.26125095,0.0053,0.1021
[H]c1nnc([H])o1,0.23015361,0.27626092,0,0.14871209,0.21800902,0.25332329,0,0.02117671,0.22931579,0.2544119,0,0.0152
[H]c1nnno1,0.22239691,0.23592059,0.00114065,0.0066263,0.21113994,0.22091062,0.00003296,0.00948937,0.22171603,0.22470008,0.0002,0.0089
[H]c1nonc1[H],0.24068916,0.281182,0.05956646,0.05836205,0.21432953,0.2490843,0,0.01560321,0.21809622,0.25204525,0,0.0119
[H]c1nnon1,0.21389699,0.22836048,0.00522265,0.00102968,0.19893282,0.21708714,0.00583947,0.00232854,0.20321274,0.22200267,0.0056,0.0019
n1nnon1,0.21345158,0.23179611,0.00716345,0,0.20273166,0.218691,0.01031885,0,0.20775864,0.22806264,0.0102,0
[H]C#CC(=NO[H])C([H])([H])[H],0.21191083,0.22025788,0.0022852,0.35318064,0.19597313,0.2044042,0.00124408,0.00134684,0.2012981,0.20685093,0.0005,0.2529
[H]ON=C(C([H])([H])[H])C([H])([H])O[H],0.24433838,0.26388309,0.00229422,0.00560536,0.23582394,0.23670699,0.0022538,0.07392228,0.23977097,0.25566873,0.0018,0.1987
[H]ON=C(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.23492546,0.25547342,0.00321651,0.24169739,0.22570469,0.2559625,0.00304566,0.22424574,0.23045134,0.25510647,0.0025,0.1424
[H]ON=C1C([H])([H])C([H])([H])C1([H])[H],0.22618794,0.24623017,0.00420547,0.20623588,0.21691444,0.24417113,0.00389673,0.17513397,0.22234812,0.24767943,0.0034,0.2039
[H]ON=C1C([H])([H])N([H])C1([H])[H],0.21704329,0.23167675,0.01004396,0.00853127,0.20045993,0.22147695,0.00784639,0.00494623,0.21542822,0.22736808,0.0118,0.0082
[H]ON=C1C([H])([H])OC1([H])[H],0.23068858,0.23463949,0.00328952,0.05251117,0.22032202,0.22409154,0.00315469,0.04427943,0.22553796,0.23923076,0.0028,0.1036
FC(F)(F)F,0.51383669,0.51384601,0.00000001,0.00000001,0.5578906,0.55794226,0.00000022,0.00000005,0.49644296,0.49644664,0,0
[H]c1c([H])n([H])c(=O)n1[H],0.21795951,0.25091785,0.00034585,0.00000002,0.22481728,0.22816476,0.00009186,0.11278104,0.21464178,0.22602673,0.0004,0.1266
[H]c1oc(=O)n([H])c1[H],0.23488579,0.23948218,0.00061247,0.12813459,0.23546889,0.24581377,0.12166991,0.00024879,0.23119368,0.23287313,0.0006,0.1346
[H]c1oc(=O)oc1[H],0.25805183,0.2619089,0.12269974,0.00543149,0.25171687,0.26503597,0.12172802,0.00000001,0.24967492,0.26112968,0.1401,0.0066
[H]c1c([H])c(C([H])([H])[H])n([H])c1[H],0.22415609,0.24016787,0.0014802,0.03780505,0.22990899,0.2391355,0.00142772,0.25045549,0.21708929,0.23086294,0.0014,0.2255
[H]c1oc(C([H])([H])[H])c([H])c1[H],0.2404671,0.25200274,0.22055615,0.01127737,0.2325055,0.25711222,0.23183966,0.00230413,0.22480665,0.25610605,0.2106,0.0008
[H]c1nc([H])c(C([H])([H])[H])o1,0.24065144,0.24680216,0.17926769,0.00375639,0.23559657,0.2374564,0.21127342,0.00368701,0.2300618,0.24276972,0.2065,0.0039
[H]c1nc(C([H])([H])[H])oc1[H],0.24683573,0.24735168,0.19906053,0.00235565,0.23743991,0.23966355,0.00198708,0.21004933,0.23444232,0.24508493,0.2016,0.0024
[H]c1c([H])c(N([H])[H])n([H])c1[H],0.21576434,0.23501762,0.00678201,0.09868903,0.22496335,0.2300466,0.0091847,0.14655444,0.20871044,0.22426276,0.0063,0.121
[H]c1oc(N([H])[H])c([H])c1[H],0.2112782,0.22171499,0.02364927,0.19496241,0.21464208,0.22323013,0.16170199,0.04606509,0.20308045,0.21307994,0.0306,0.1735
[H]c1nc([H])c(N([H])[H])o1,0.21741123,0.22114509,0.16275058,0.02988843,0.21391211,0.23016226,0.18424688,0.0050705,0.209699,0.21407217,0.1003,0.0936
[H]c1nc(N([H])[H])oc1[H],0.23209439,0.23769875,0.11090396,0.13344302,0.22926996,0.24565326,0.19933334,0.01548027,0.22396509,0.23042929,0.1425,0.0685
[H]Oc1c([H])c([H])c([H])n1[H],0.20717517,0.2293347,0.00019631,0.0018415,0.21295717,0.22958032,0.00031072,0.00080629,0.19843533,0.22102882,0.0004,0.0016
[H]Oc1c([H])nc([H])n1[H],0.2161876,0.2425184,0.00040833,0.00135802,0.22187484,0.23828902,0.00058937,0.15982375,0.20568597,0.23241008,0.0007,0.1674
[H]Oc1nc([H])c([H])n1[H],0.23178912,0.25675616,0.00050749,0.0001395,0.23977209,0.2520475,0.00002946,0.16962203,0.22507492,0.24451899,0.0003,0.168
[H]c1c(C([H])([H])[H])c([H])n([H])c1[H],0.23052608,0.23571553,0.00011628,0.01846338,0.23564691,0.24333495,0.00004489,0.05200072,0.22318233,0.23505971,0.0001,0.124
[H]c1nc(C([H])([H])[H])c([H])n1[H],0.23881476,0.2411569,0.092338,0.00016203,0.24331991,0.24424858,0.00353479,0.11096534,0.23340967,0.23662891,0.0001,0.1342
[H]c1oc([H])c(C([H])([H])[H])c1[H],0.2409608,0.25193122,0.09490349,0.06368953,0.2390642,0.25425783,0.1283424,0.01385326,0.22902915,0.25333515,0.1353,0.0042
[H]c1nc(C([H])([H])[H])c([H])o1,0.23905723,0.24654522,0.10762429,0.00312701,0.23797547,0.23816278,0.1124254,0.0030123,0.23140683,0.24226993,0.1232,0.0032
[H]c1c(N([H])[H])c([H])n([H])c1[H],0.2062408,0.21144609,0.00492112,0.00130858,0.21363705,0.21520872,0.00093988,0.06562453,0.20110701,0.20658266,0.0047,0.0007
[H]c1nc(N([H])[H])c([H])n1[H],0.21095108,0.21691275,0.07700357,0.00030996,0.21116401,0.22000271,0.07651049,0.00012997,0.20916614,0.21084558,0.0691,0.0002
[H]c1oc([H])c(N([H])[H])c1[H],0.21333946,0.21576631,0.05514637,0.01525329,0.21037189,0.22686084,0.06516066,0.01215718,0.20940501,0.21005179,0.0163,0.07
[H]c1nc(N([H])[H])c([H])o1,0.2064759,0.22736436,0.07259364,0.0093175,0.20251199,0.23881361,0.06521695,0.01883318,0.20421233,0.22090387,0.08,0.0083
[H]Oc1c([H])c([H])n([H])c1[H],0.21546555,0.22340582,0.00047921,0.0000852,0.22005297,0.2260786,0.00025185,0.09855033,0.21061406,0.21830569,0.0004,0
[H]Oc1nc([H])n([H])c1[H],0.21807737,0.2259735,0.10673776,0.00025783,0.22278348,0.23043139,0.1123419,0.00015493,0.21966909,0.21981241,0.0002,0.1321
[H]Oc1nc([H])oc1[H],0.2137926,0.25609695,0.09820584,0.00001203,0.21448625,0.25041134,0.09780241,0.00436892,0.21313874,0.2493993,0.1115,0
[H]c1c([H])c([H])n(C([H])([H])[H])c1[H],0.24143297,0.25107999,0.13040555,0.00065081,0.23886877,0.24257297,0.11273977,0.04302663,0.22946279,0.23813563,0.1256,0.0359
[H]c1nc([H])n(C([H])([H])[H])c1[H],0.24269809,0.25685653,0.09986587,0.0500628,0.23972377,0.24523108,0.00134223,0.14046996,0.23726467,0.24715391,0.1493,0.002
[H]c1c([H])c([H])c([H])c([H])c1[H],0.19458566,0.24157901,0,0.00000007,0.20572919,0.2334684,0.00000002,0.00000132,0.20227196,0.22756652,0,0
[H]c1nc([H])c([H])c([H])c1[H],0.19709529,0.24911903,0.02833128,0.02458911,0.178025,0.18912392,0.00426546,0,0.18585236,0.20022502,0.0041,0
[H]c1nc([H])c([H])nc1[H],0.1912193,0.25687755,0.07893291,0.10837408,0.14682754,0.17110961,0.00541214,0,0.15334758,0.18305206,0.0051,0
[H]c1nc([H])c([H])c([H])n1,0.20483998,0.25821939,0.0268979,0.06529228,0.15947757,0.17111837,0.00526763,0.00000002,0.16792972,0.18101983,0.0051,0
[H]c1nc([H])nc([H])n1,0.17537422,0.21750193,0.01441389,0,0.16719443,0.16944501,0,0.01429093,0.17573895,0.17913826,0,0
[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.2725456,0.284249,0.00000001,0.00340147,0.25178213,0.26260976,0,0.00279376,0.24455941,0.25374307,0,0.0022
[H]C([H])([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],0.33068997,0.33069084,0.00822556,0.00821035,0.28833804,0.30227587,0.00000004,0.00505262,0.28397306,0.29590557,0,0.0043
[H]N([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],0.26152827,0.29954843,0.02171006,0.00075802,0.26264358,0.26792575,0.0222203,0.0000499,0.25803539,0.27721854,0.0188,0
[H]C#CC(O[H])(C([H])([H])[H])C([H])([H])[H],0.26388443,0.27152376,0.00377834,0.01227186,0.2440063,0.26065596,0.0001056,0.00298491,0.23771669,0.25229147,0,0.0025
[H]OC(C#N)(C([H])([H])[H])C([H])([H])[H],0.27590459,0.3088037,0.01232528,0.00424511,0.27129514,0.28782665,0.00015228,0.00474156,0.27098953,0.28101842,0.0028,0.007
[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.16369157,0.27307213,0.00002313,0.03312249,0.1587759,0.28146118,0.0000569,0.02809067,0.15867624,0.28184895,0,0.0223
[H]OC(C([H])=O)(C([H])([H])[H])C([H])([H])[H],0.16034625,0.26175084,0.00009411,0.01343696,0.15560456,0.22472754,0.00018928,0.00917434,0.15569954,0.24706204,0.0001,0.0111
[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.26399263,0.32536233,0.00019095,0.02471762,0.27713169,0.30941292,0.00164789,0.01634385,0.26215866,0.31448235,0,0.0363
[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],0.26675487,0.27108773,0.00033568,0.01735587,0.27924082,0.28288321,0.00113263,0.00958187,0.26396305,0.27198911,0.0001,0.0118
[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.32939153,0.33611087,0.04009021,0.05542627,0.33190824,0.33807949,0.02471751,0.0274542,0.32537853,0.33118125,0.0294,0.0342
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26393082,0.32294017,0.01635393,0.05971283,0.27437675,0.32492199,0.00841709,0.01110274,0.26637381,0.31924874,0.0111,0.0387
[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.26776467,0.29616547,0.00047991,0.02485175,0.27807827,0.30554014,0.00007408,0.0089276,0.27754561,0.30227423,0,0.0167
[H]C([H])([H])C#CC(=O)C([H])([H])[H],0.15469669,0.21337244,0.00015953,0.00009584,0.14593653,0.18288894,0.00012511,0.00005198,0.1512345,0.18483073,0.0002,0
[H]N([H])C(=O)C#CC([H])([H])[H],0.19107947,0.2417704,0.00009497,0.0005402,0.17996557,0.2145376,0.0003824,0.00004246,0.18488953,0.21456094,0.0001,0.0001
[H]C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],0.26980761,0.28052945,0.00074593,0.00465759,0.24435475,0.25411454,0.00008168,0.00100811,0.24184731,0.25038785,0.0002,0.0012
[H]OC([H])(C#CC([H])([H])[H])C([H])([H])[H],0.26105617,0.27016214,0.00221535,0.03420284,0.23562606,0.2502871,0.00058291,0.00750876,0.23241743,0.24661737,0.0004,0.0077
[H]C#CC([H])([H])C(=O)C([H])([H])[H],0.16987709,0.26306689,0.00028948,0.01036804,0.16396316,0.23410616,0.00033865,0.00314287,0.16538666,0.23777916,0.0002,0.0002
[H]C([H])([H])C(=O)C([H])([H])C#N,0.17328557,0.26198428,0.0000199,0.00734871,0.16764465,0.2671536,0.00001731,0.00926468,0.16798484,0.27103362,0,0.0003
[H]C#CC([H])([H])C(=O)N([H])[H],0.21658254,0.25744669,0.00048559,0.01147956,0.21311838,0.2460741,0.00120905,0.00013781,0.21231923,0.24018257,0.0005,0
[H]N([H])C(=O)C([H])([H])C#N,0.2180984,0.26260903,0.00047368,0.01321536,0.2147753,0.26697852,0.00106806,0.00167423,0.21347683,0.27095645,0.0005,0.008
[H]N=C(N([H])C([H])=O)C([H])([H])[H],0.20077418,0.22762969,0.0006644,0.00312451,0.1936143,0.21475785,0.00059928,0.00202227,0.19571588,0.22119419,0.0008,0.0021
[H]N=C(OC([H])=O)C([H])([H])[H],0.20202314,0.23895237,0.00032142,0.00324134,0.19153697,0.22931865,0.00045833,0.00251954,0.19443701,0.23147298,0.0005,0.0023
[H]C(=O)C([H])([H])C(=O)C([H])([H])[H],0.16065746,0.16851564,0.00203301,0.00034073,0.15466522,0.16408784,0.00304802,0.00049561,0.15590166,0.16465168,0.0012,0.0004
[H]N=C([H])N([H])C(=O)C([H])([H])[H],0.18575493,0.223863,0.00004053,0.00346479,0.17510017,0.21417601,0.00002122,0.00352572,0.17982547,0.21620731,0.0001,0.0023
[H]C(=O)N([H])C(=O)C([H])([H])[H],0.17565825,0.20717557,0.00131616,0.00000604,0.16596657,0.19904445,0.00117248,0.00000155,0.16948054,0.2001405,0.0013,0
[H]N=C([H])OC(=O)C([H])([H])[H],0.21288856,0.23193095,0.00000698,0.00399677,0.20236126,0.22273111,0.00000186,0.00356426,0.20679948,0.22424438,0,0.0029
[H]C(=O)C([H])([H])C(=O)N([H])[H],0.1628216,0.21507608,0.00047419,0.00299152,0.15703214,0.20592329,0.00071833,0.00951041,0.15753333,0.21144459,0.0003,0.0028
[H]N=C([H])N([H])C(=O)N([H])[H],0.20979379,0.23719472,0.00190595,0.00501673,0.19898868,0.22894326,0.00135113,0.00142915,0.20270193,0.23049177,0.0013,0.0014
[H]C(=O)N([H])C(=O)N([H])[H],0.19188437,0.23064657,0.00101983,0.00116525,0.18413384,0.22049722,0.00078867,0.00088701,0.18510268,0.2233918,0.001,0.0007
[H]N=C([H])OC(=O)N([H])[H],0.23203723,0.26368264,0.0027378,0.00056222,0.2221293,0.25493776,0.00202843,0.00036084,0.22383279,0.25691453,0.0017,0.0003
[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.27032048,0.28234647,0.00001388,0.00600597,0.24892428,0.26014499,0.00002332,0.00470539,0.24182526,0.25147931,0,0.0027
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,0.31551866,0.32842663,0.00003368,0.01171728,0.28610287,0.30018845,0.00004826,0.00929223,0.28146308,0.29357566,0,0.0059
[H]C#CC([H])([H])C([H])(O[H])C([H])([H])[H],0.27079492,0.28369258,0.00004462,0.00339061,0.24957781,0.26141133,0.00003899,0.00287465,0.24200901,0.25239069,0,0.0017
[H]OC([H])(C([H])([H])[H])C([H])([H])C#N,0.2736456,0.3154649,0.01018016,0.00014932,0.27985919,0.28611303,0.00427294,0.00045148,0.2725183,0.28100739,0.0069,0.0001
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C#N,0.23201981,0.26794545,0.03158897,0.04945176,0.22104379,0.24809809,0.00645226,0.01136423,0.23113856,0.26169562,0.0143,0.0479
[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.16207243,0.27992422,0.00008932,0.0458987,0.15649441,0.28237157,0.00006053,0.007756,0.15683142,0.28902242,0.0001,0.0159
[H]C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.21703662,0.26016107,0.00071869,0.00684805,0.21336676,0.27071054,0.0010612,0.00295684,0.21185986,0.25914154,0.0009,0.0048
[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],0.21879907,0.28916151,0.00090057,0.20838979,0.21347322,0.29611545,0.00108647,0.11886522,0.21108445,0.29264958,0.0009,0.1658
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])=O,0.15915252,0.26404733,0.00015519,0.00625287,0.15337585,0.23934164,0.00022133,0.01750504,0.15395027,0.2612877,0.0001,0.0022
[H]C(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H],0.1611499,0.20679666,0.00010327,0.00091136,0.15408169,0.17306761,0.00011078,0.00093227,0.15564074,0.19415404,0.0001,0.001
[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],0.17068352,0.26038546,0.0000403,0.02476181,0.16564734,0.23539946,0.00003616,0.00074107,0.16652589,0.26515006,0,0.0002
[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0.17039954,0.25415285,0.0000442,0.02399657,0.1654042,0.27462971,0.00004209,0.01859074,0.16616942,0.26630399,0,0.0203
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],0.21579605,0.25762294,0.00035273,0.02716279,0.21329895,0.2747391,0.00074151,0.01663422,0.2124552,0.26862654,0.0003,0.0112
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],0.21822471,0.25266922,0.00062352,0.00588718,0.21434992,0.26425458,0.00090012,0.01864709,0.2153878,0.25367324,0.0006,0.0078
[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],0.24820424,0.25061474,0.01320843,0.00074726,0.24832421,0.26052835,0.00214775,0.01287002,0.24669455,0.24711716,0.0003,0.006
[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],0.22382584,0.29460399,0.00126121,0.02372206,0.21729125,0.29904596,0.00172912,0.09151049,0.21794555,0.30063888,0.0012,0.0421
[H]N([H])C(=O)OC([H])([H])C([H])([H])[H],0.26509958,0.281721,0.00055589,0.01303958,0.25997302,0.29666366,0.00031941,0.0115823,0.25837348,0.27818504,0.0005,0.0125
[H]C([H])([H])OC([H])([H])C(=O)C([H])([H])[H],0.17059805,0.25653082,0.00002588,0.01910689,0.16468046,0.22523387,0.00001264,0.0131745,0.16587543,0.25010856,0,0.0198
[H]N([H])C(=O)C([H])([H])OC([H])([H])[H],0.2129998,0.25709126,0.00083468,0.01915663,0.20934147,0.25849182,0.00126907,0.00748608,0.20900076,0.26468334,0.0008,0.0044
[H]OC([H])([H])C([H])([H])C(=O)N([H])[H],0.21701691,0.26239108,0.00031731,0.02219301,0.214053,0.27558641,0.0008381,0.00127088,0.21316446,0.26463557,0.0003,0.0003
[H]C([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],0.13485697,0.14493472,0.10585057,0.00142384,0.1184965,0.12602709,0.05701191,0.01405844,0.14362739,0.15591636,0.0676,0.0001
[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26530436,0.31949286,0.00059078,0.02046816,0.27817001,0.30365109,0.00085307,0.0078,0.26219909,0.31236927,0.0002,0.0143
[H]OC([H])([H])C([H])([H])C([H])(O[H])C([H])([H])[H],0.26646787,0.27013092,0.00099386,0.01631846,0.27905232,0.28092277,0.00073401,0.00900644,0.26289732,0.27051913,0.0003,0.0121
[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.3360311,0.3463902,0.02944501,0.04295511,0.34016814,0.34547543,0.02619173,0.02616753,0.32994647,0.33592926,0.0233,0.0275
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0.2674791,0.3171448,0.01655888,0.00332813,0.27960756,0.31690694,0.00949135,0.00669269,0.268384,0.31603685,0.012,0.0032
[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],0.26916664,0.30092341,0.01959836,0.00930095,0.28094926,0.30914198,0.01828603,0.00914763,0.27723691,0.30711044,0.017,0.0057
[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.27187413,0.30773054,0.04217963,0.00180079,0.28541616,0.3052935,0.05310187,0.0061375,0.27723691,0.30925292,0.0431,0.0022
[H]OC([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],0.27624895,0.28726544,0.02606054,0.02996166,0.28976874,0.29045918,0.01487231,0.04815538,0.27969177,0.28636544,0.0238,0.0223
[H]C([H])([H])C(=O)C(=O)C([H])([H])[H],0.10948866,0.17741127,0.00011167,0,0.10083513,0.1686575,0.00002194,0,0.10652159,0.1727108,0.0001,0
[H]N([H])C(=O)C(=O)C([H])([H])[H],0.13068461,0.20053574,0.00003909,0.00019634,0.12354208,0.19199141,0.00001211,0.00050137,0.12877699,0.19740635,0,0.0002
[H]N([H])C(C(=O)[O-])=[N+]([H])[H],0.16290951,0.19242423,0,0.01838894,0.1545816,0.15519469,0.00043032,0.00000295,0.1664083,0.17067122,0.0001,0
[H]N([H])C(=O)C(=O)N([H])[H],0.16266492,0.2353879,0.0000178,0.00000001,0.15815713,0.22490829,0.00045574,0.00000002,0.16185873,0.22678376,0,0
[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.16704115,0.25543431,0.00018702,0.01726277,0.1625943,0.27021327,0.00018569,0.00644077,0.16365945,0.26728519,0.0002,0.0118
[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.21589659,0.27082411,0.00095969,0.00915995,0.21325245,0.26793055,0.00166973,0.01107398,0.21305421,0.26858979,0.0011,0.0079
[H]OC([H])(C(=O)C([H])([H])[H])C([H])([H])[H],0.17632922,0.24415946,0.00004522,0.03149532,0.17218817,0.21002748,0.00005068,0.02060499,0.1731959,0.23585717,0,0.0263
[H]OC([H])(C(=O)N([H])[H])C([H])([H])[H],0.22451028,0.26895349,0.00078829,0.00728048,0.2228724,0.24817004,0.00168313,0.01753998,0.22185568,0.2656719,0.0009,0.0193
[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],0.21550321,0.24740683,0.00068736,0.02356688,0.21100785,0.26039015,0.00111995,0.24916719,0.21231555,0.25114856,0.0007,0.0296
[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],0.24159956,0.25018724,0.02468708,0.00014306,0.24728801,0.25448796,0.00036401,0.02897913,0.24502613,0.24720169,0.029,0.0012
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.33547127,0.34071387,0,0,0.33490395,0.34147637,0,0,0.32958265,0.33414692,0,0
[H]OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.2640725,0.32209631,0.00729617,0.03741546,0.27474404,0.32287933,0.0050718,0.01694088,0.2639704,0.31704011,0.0046,0.0129
[H]OC([H])(C([H])([H])[H])C([H])(O[H])C([H])([H])[H],0.26347653,0.30769331,0.00203839,0.00913261,0.2708922,0.30244519,0.00177631,0.03680954,0.26305535,0.2903454,0.0018,0.0395
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.30875655,0.31205841,0.00904581,0.099854,0.31718989,0.31809765,0.00284808,0.07544804,0.30811369,0.30951017,0.0063,0.0797
[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],0.25851152,0.27531195,0.00203967,0.00579009,0.27157377,0.29001698,0.00075358,0.00061382,0.26946443,0.28481462,0.0013,0.0023
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],0.25600261,0.26835111,0.00469123,0.03097913,0.26939331,0.28175255,0.01608356,0.02599429,0.26273563,0.2765056,0.0017,0.0383
[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.26248539,0.3023197,0.01721584,0.03063678,0.27479217,0.30649158,0.01049769,0.01998818,0.26356616,0.30433954,0.0124,0.0304
[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],0.25553936,0.26619415,0.00581059,0.01275239,0.26621918,0.27793891,0.00494562,0.00552636,0.26119583,0.26718597,0.0047,0.0078
[H]OC1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.2656169,0.2886582,0.00821116,0.02401271,0.2795582,0.29631904,0.00579139,0.02631264,0.26344489,0.28473377,0.0049,0.0223
